id,name,affiliation,pubs_count,est_cits,h_index,rank,ranked_by,in_field_pubs_count,in_field_est_cits,in_field_h_index
340118294,Roman F. Nalewajski,Jagiellonian University,198,5430,32,1,h_index,8,306,7
1974652783,Michael L. Hecht,Pennsylvania State University,166,8841,51,2,h_index,7,1062,7
2162319355,Robert T. Craig,University of Colorado Boulder,58,4528,19,3,h_index,15,2798,7
2629782454,William Stephenson,University of Missouri,119,4157,19,4,h_index,9,522,7
79893321,Klaus Krippendorff,University of Pennsylvania,143,80041,33,5,h_index,5,457,5
1993486354,Loet Leydesdorff,University of Amsterdam,737,48750,101,6,h_index,11,439,5
2145462135,Philip R. Cohen,Oregon Health & Science University,130,16551,48,7,h_index,8,1917,5
2243190449,Annie Lang,Indiana University Bloomington,102,10761,43,8,h_index,5,101,5
2247248564,Claude E. Shannon,Massachusetts Institute of Technology,55,166920,33,9,h_index,5,65903,5
618331537,Kenneth N. Cissna,University of South Florida,57,1484,16,10,h_index,7,194,4
1482108584,Rafail Ostrovsky,"University of California, Los Angeles",350,30788,79,11,h_index,4,471,4
1931511623,Alfredo De Santis,University of Salerno,189,12208,46,12,h_index,4,873,4
1936994610,John P. Caughlin,University of Illinois at Urbana–Champaign,77,5811,35,13,h_index,4,437,4
2099401557,Dale E. Brashers,University of Illinois at Urbana–Champaign,54,4559,26,14,h_index,4,1133,4
2165973087,William L. Benoit,Ohio University,221,12550,52,15,h_index,5,96,4
2190124773,Christian Fuchs,University of Westminster,301,10801,37,16,h_index,6,47,4
2199000400,Wimal Dissanayake,University of Hawaii,28,377,9,17,h_index,5,123,4
2479091299,Sandra Petronio,Indiana University – Purdue University Indianapolis,61,5694,28,18,h_index,4,328,4
2496109384,Robert D. Brown,University of Nebraska–Lincoln,55,1270,18,19,h_index,4,185,4
2618327803,Brent D. Ruben,Rutgers University,74,4048,20,20,h_index,5,99,4
24758616,William B. Gudykunst,"California State University, Fullerton",92,12531,47,21,h_index,3,875,3
96685710,Nicolas Maudet,University of Paris,143,3669,27,22,h_index,3,90,3
130847482,Antonis C. Kakas,University of Cyprus,143,6145,30,23,h_index,3,90,3
182775553,Andrew S. Rancer,University of Akron,58,2079,18,24,h_index,3,346,3
294027130,Zoran Hadzi-Velkov,Aristotle University of Thessaloniki,80,1071,15,25,h_index,3,47,3
320773650,Nir Sochen,Tel Aviv University,192,6987,36,26,h_index,4,30,3
325530817,Paul M. B. Vitányi,University of Amsterdam,254,16270,44,27,h_index,5,18,3
325653713,Ronny Hadani,University of Chicago,68,1290,20,28,h_index,4,30,3
345998275,Nikola Zlatanov,Monash University,81,1862,19,29,h_index,3,47,3
457862083,Larry A. Braskamp,University of Illinois at Urbana–Champaign,31,1253,14,30,h_index,3,161,3
675137120,Pavlos Moraitis,Paris Descartes University,88,1613,18,31,h_index,3,90,3
697226713,Fabio Fagnani,Polytechnic University of Turin,152,4297,23,32,h_index,3,354,3
1247119917,Yoshitaka Miike,University of Hawaii at Hilo,11,515,7,33,h_index,3,130,3
1968588906,Mohammad Al Bataineh,Yarmouk University,19,35,4,34,h_index,4,16,3
1969002197,Eura Jung,University of Southern Mississippi,9,813,7,35,h_index,3,534,3
1980115385,Matthew A. Koschmann,University of Colorado Boulder,30,706,8,36,h_index,3,324,3
1991197077,Masanori Ohya,Tokyo University of Science,316,4970,29,37,h_index,3,36,3
1996161158,Mark Aakhus,Rutgers University,68,3875,20,38,h_index,3,268,3
2026748757,Guillermo E. Atkin,Illinois Institute of Technology,72,340,9,39,h_index,3,13,3
2032627006,Thomas Hanitzsch,Ludwig Maximilian University of Munich,120,4708,23,40,h_index,3,224,3
2046839794,John J. Benedetto,"University of Maryland, College Park",146,5562,31,41,h_index,4,126,3
2062283694,Robert H. Deng,Singapore Management University,516,13751,62,42,h_index,3,176,3
2097629331,Andrew Crane,York University,157,17921,46,43,h_index,3,395,3
2099015460,Mirela Teodorescu,University of Craiova,58,339,11,44,h_index,5,41,3
2100725838,Andrea Kienle,Technical University of Dortmund,80,500,12,45,h_index,4,47,3
2109256549,Shamgar Gurevich,University of Wisconsin-Madison,41,327,10,46,h_index,4,30,3
2109866169,Lawrence R. Wheeless,University of North Texas,53,3701,21,47,h_index,3,77,3
2110334033,John O. Greene,Purdue University,50,1061,15,48,h_index,4,86,3
2120727381,Pamela J. Benoit,University of Missouri,21,284,9,49,h_index,3,84,3
2140178930,Dominic A. Infante,Kent State University,72,5207,29,50,h_index,3,272,3
