id,name,affiliation,sampled_type,pubs_count,est_cits,journal_pubs_count,conference_pubs_count,nontech_pubs_count,journal_est_cits,conference_est_cits,nontech_est_cits,org_h_index,tech_h_index
2306406627,Hua-Jie Wang,Shanghai Jiao Tong University,asia_randoms,11,881,11,0,0,881,0,0,8,8
2433054378,Wei Fang,Xi'an Jiaotong University,asia_randoms,1,0,0,1,0,0,0,0,0,0
2992387778,G Horwitz,Hebrew University of Jerusalem,asia_randoms,1,2,1,0,0,2,0,0,1,1
2489843509,Young Jae Choi,KAIST,asia_randoms,15,50,10,0,0,42,0,0,4,4
2664393411,Jiang Hong-fei,Wuhan University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2679755957,Kai-Feng Chen,National Taiwan University,asia_randoms,442,9456,380,0,0,9279,0,0,58,58
2117449362,Kin Hung Ting,Hong Kong Polytechnic University,asia_randoms,3,17,2,0,0,17,0,0,2,2
2480741926,Yuzo Komatsu,University of Tokyo,asia_randoms,1,2,0,0,0,0,0,0,1,1
2591544575,Tetsuro Fukusaka,Kyushu University,asia_randoms,1,18,1,0,0,18,0,0,1,1
2909459664,Nur Jahan Ahmad,Universiti Sains Malaysia,asia_randoms,1,0,0,0,0,0,0,0,0,0
2769313787,Minghua Shen,Sun Yat-sen University,asia_randoms,17,32,4,13,0,0,32,0,3,3
2746989064,Lian-Qiang Wei,Sun Yat-sen University,asia_randoms,5,12,5,0,0,12,0,0,2,2
2643053649,Xiaopeng Hu,Shanghai Jiao Tong University,asia_randoms,3,5,3,0,0,5,0,0,1,1
2511544096,Abdul Majid,Universiti Sains Malaysia,asia_randoms,4,9,4,0,0,9,0,0,1,1
2298430351,Ying Hsi Jerry Fuh,National University of Singapore,asia_randoms,10,130,3,0,0,26,0,0,4,4
2205302081,松本 妃可,Kyushu University,asia_randoms,21,0,3,0,0,0,0,0,0,0
2564002965,Yin Xj,Nanjing University,asia_randoms,2,1,2,0,0,1,0,0,1,1
2777642271,Jian Sun,Tsinghua University,asia_randoms,2,3,0,1,0,0,3,0,1,1
2911441756,Qiaohong Lai,Huazhong University of Science and Technology,asia_randoms,2,19,2,0,0,19,0,0,2,2
2380401449,Cong Pei-hong,Fudan University,asia_randoms,1,1,1,0,0,1,0,0,1,1
2715461639,Hai Ying Wu,Sun Yat-sen University,asia_randoms,2,19,2,0,0,19,0,0,2,2
2705495402,Yipu Chen,Peking University,asia_randoms,1,4,1,0,0,4,0,0,1,1
2685360198,Zhengquan Xu,Wuhan University,asia_randoms,1,13,0,1,0,0,13,0,1,1
2142097590,Hsin-Tao Huang,National Chiao Tung University,asia_randoms,18,304,4,0,0,162,0,0,6,6
2296653322,Chao Zhai,Harbin Institute of Technology,asia_randoms,8,44,8,0,0,44,0,0,5,5
2023253475,Xiang Hai-ge,Peking University,asia_randoms,34,22,18,2,0,10,4,0,2,2
2280660410,Cong Niu,Fudan University,asia_randoms,7,80,7,0,0,80,0,0,4,4
2498807245,Hiroyuki Miyashita,Keio University,asia_randoms,1,5,0,1,0,0,5,0,1,1
2487309370,Zhihong Lu,Wuhan University,asia_randoms,1,22,1,0,0,22,0,0,1,1
2157224796,Yalin Zheng,Tsinghua University,asia_randoms,4,2,2,2,0,0,2,0,1,1
2572615100,Hu ZhaoH. Zhao,Wuhan University,asia_randoms,1,3,1,0,0,3,0,0,1,1
2436616623,Yao-Chung Chang,National Central University,asia_randoms,3,48,2,0,1,48,0,0,2,2
2651682928,Zhao-Xu Chen,Nanjing University,asia_randoms,2,16,2,0,0,16,0,0,2,2
2034785754,Hanna H. Bachtiar Iskandar,University of Indonesia,asia_randoms,11,0,10,0,0,0,0,0,0,0
2113628553,Effendi Gazali,University of Indonesia,asia_randoms,5,18,4,0,0,18,0,0,3,3
2644233019,Yu Zhang,Harbin Institute of Technology,asia_randoms,2,5,1,0,0,5,0,0,1,1
2965835715,Chung-Hung Tsai,National Central University,asia_randoms,6,245,2,3,0,240,3,0,2,2
2231738556,WU Zhao-Hui,Nankai University,asia_randoms,1,5,1,0,0,5,0,0,1,1
2932818260,Shimizu Yukiyo,University of Tsukuba,asia_randoms,3,0,0,0,0,0,0,0,0,0
2494338589,Qiao Yun Xue,Zhejiang University,asia_randoms,2,28,2,0,0,28,0,0,2,2
2229296025,Tainrui Zhai,Beijing Normal University,asia_randoms,1,6,1,0,0,6,0,0,1,1
2189085157,Ru-Ji Wang Guang-Qiu Shen,Tsinghua University,asia_randoms,1,8,1,0,0,8,0,0,1,1
2643043141,Yang Liu,Nanjing University,asia_randoms,1,4,1,0,0,4,0,0,1,1
2651951883,HU Song-hua,Zhejiang University,asia_randoms,4,0,4,0,0,0,0,0,0,0
2680451495,Dan Xie,Tsinghua University,asia_randoms,1,3,1,0,0,3,0,0,1,1
2924037086,Atsushi Suzuki,University of Tsukuba,asia_randoms,17,1887,12,0,0,1848,0,0,12,12
2599500236,B. De Sutter,Hiroshima University,asia_randoms,2,11,1,0,0,11,0,0,1,1
2370127203,Wang Xiao,Nankai University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2156615867,Duocheng Wang,Shanghai University,asia_randoms,1,0,0,0,0,0,0,0,0,0
2146724154,Jae Seok Bang,Seoul National University,asia_randoms,2,3,0,0,0,0,0,0,1,1
2695530008,Jie Chen,Shanghai Jiao Tong University,asia_randoms,7,53,1,1,0,6,30,0,4,4
2666502878,Lin Li,Wuhan University,asia_randoms,2,7,1,0,0,2,0,0,2,2
2335827970,Guangbin Li,University of Science and Technology of China,asia_randoms,11,62,9,0,0,59,0,0,5,5
2661123788,Mohammad A.H. Dhariwal,King Saud University,asia_randoms,1,13,1,0,0,13,0,0,1,1
1588367467,Rooplekha Khuntia,Indian Institute of Technology Kharagpur,asia_randoms,8,458,6,0,0,458,0,0,5,5
2429308331,X. M. Chen,Huazhong University of Science and Technology,asia_randoms,5,74,4,0,0,74,0,0,3,3
2581795280,Tonghe Zhang,Beijing Normal University,asia_randoms,1,0,0,1,0,0,0,0,0,0
2430046802,Xiaoxiao Liu,Harbin Institute of Technology,asia_randoms,2,5,1,0,0,0,0,0,1,1
2108726531,Shan-Hu He,Tsinghua University,asia_randoms,9,201,7,0,0,201,0,0,6,6
2723279167,Qi Feng,Tongji University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2164108683,Yusuke Yoshida,University of Tokyo,asia_randoms,19,21,17,0,0,21,0,0,3,3
2599905021,Shuk Fan Kam,The Chinese University of Hong Kong,asia_randoms,1,4,1,0,0,4,0,0,1,1
2649787302,J. F. Xu,Tsinghua University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2139635937,Il-Hwan Choe,Kyung Hee University,asia_randoms,8,165,5,0,0,161,0,0,5,5
2277507231,Tai Lin Kuo,National Cheng Kung University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2486910890,Huirong Zhang,Peking University,asia_randoms,3,15,3,0,0,15,0,0,2,2
2145517930,Mariko Iwasawa,University of Tsukuba,asia_randoms,7,25,2,0,0,25,0,0,1,1
2915033838,Jie Wang,Nankai University,asia_randoms,5,0,5,0,0,0,0,0,0,0
2947237541,David Faure,The Chinese University of Hong Kong,asia_randoms,6,4,6,0,0,4,0,0,1,1
2123312466,Kazuya Tsuchida,Keio University,asia_randoms,2,32,2,0,0,32,0,0,2,2
1247842428,Mira Atzil,Tel Aviv University,asia_randoms,2,119,2,0,0,119,0,0,1,1
2696941247,Shiyao Zhu,Hong Kong Baptist University,asia_randoms,1,17,1,0,0,17,0,0,1,1
2716217308,Wei Tang,Shanghai Jiao Tong University,asia_randoms,59,560,40,12,0,532,11,0,12,12
2474218906,Praiya Thana,Mahidol University,asia_randoms,3,36,1,0,0,21,0,0,2,2
2552319905,Jinzhou Jiang,Tongji University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2620652210,Takehiro Tamai,Keio University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2507080118,Kai Ding,Harbin Institute of Technology,asia_randoms,2,3,0,2,0,0,3,0,1,1
2982512266,Anudipa Mondal,Indian Institute of Technology Kharagpur,asia_randoms,1,0,0,1,0,0,0,0,0,0
2628281987,Jianxing Zhu,Shanghai Jiao Tong University,asia_randoms,4,15,4,0,0,15,0,0,3,3
2103260662,Li-Hong Zhang,Tongji University,asia_randoms,1,24,1,0,0,24,0,0,1,1
2129335098,Kouta Sekine,Waseda University,asia_randoms,14,21,7,0,0,19,0,0,3,3
2617779659,Chun-Wen Yang,National Taiwan University,asia_randoms,1,1,1,0,0,1,0,0,1,1
2892032666,Akityo Hishimoto,Kobe University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2632761470,Michael Ka-yiu Fung,The Chinese University of Hong Kong,asia_randoms,2,13,2,0,0,13,0,0,1,1
2754983096,Runze Liu,Fudan University,asia_randoms,5,31,5,0,0,31,0,0,2,2
2764545676,Shaojun Fu,University of Science and Technology of China,asia_randoms,1,0,0,0,0,0,0,0,0,0
2556019020,Jin Soo Han,Hong Kong Polytechnic University,asia_randoms,2,2,1,0,0,2,0,0,1,1
2526423163,Changfeng Sun,Xi'an Jiaotong University,asia_randoms,2,16,2,0,0,16,0,0,2,2
2031248014,Yusuke Takaku,Tokyo Institute of Technology,asia_randoms,3,5,1,0,0,5,0,0,1,1
2310568025,Chunyan Liu,Huazhong University of Science and Technology,asia_randoms,5,27,5,0,1,27,0,5,4,3
2511066897,Wei-Yan Jin,Huazhong University of Science and Technology,asia_randoms,1,4,1,0,0,4,0,0,1,1
2574097337,Hcw Lau,Hong Kong Polytechnic University,asia_randoms,35,24,2,2,0,14,9,0,4,4
2282966558,Jin Feng,Zhejiang University,asia_randoms,5,45,5,0,0,45,0,0,4,4
2689714538,Xiaowei Wu,Wuhan University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2247630431,Qizhi Li,Tsinghua University,asia_randoms,24,59,0,0,0,0,0,0,5,5
2385273100,Wang Yong-hua,Peking University,asia_randoms,6,1,4,0,0,1,0,0,1,1
2321670477,YE Dameng,Huazhong University of Science and Technology,asia_randoms,1,0,1,0,0,0,0,0,0,0
2572003032,Yumeng Guo,Xi'an Jiaotong University,asia_randoms,3,23,3,0,0,23,0,0,3,3
2755151674,Yujun Zhang,Harbin Institute of Technology,asia_randoms,1,0,0,1,0,0,0,0,0,0
2639979878,Sung Whan Ha,Seoul National University,asia_randoms,1,26,1,0,0,26,0,0,1,1
2555780438,Jie Gao,Peking University,asia_randoms,5,3,4,0,0,3,0,0,1,1
2559542821,J. Otera,Osaka University,asia_randoms,1,19,1,0,0,19,0,0,1,1
2125621280,Raied Mustafa Shakir,University of Malaya,asia_randoms,12,82,12,0,0,82,0,0,3,3
2973717845,H. Rehman,United Arab Emirates University,asia_randoms,1,1,0,1,0,0,1,0,1,1
2276558221,Jinping Zhang,Huazhong University of Science and Technology,asia_randoms,2,36,2,0,0,36,0,0,2,2
2702254225,Yingzi Guan,Harbin Institute of Technology,asia_randoms,1,0,0,1,0,0,0,0,0,0
2716157225,Dan Wu,Huazhong University of Science and Technology,asia_randoms,7,26,1,5,0,4,16,0,4,4
1971588853,Ming Jun Piao,Korea University,asia_randoms,5,325,5,0,0,325,0,0,5,5
2978377069,Oren Pe'er,Hebrew University of Jerusalem,asia_randoms,1,0,1,0,0,0,0,0,0,0
2673470913,Xing Chen,Zhejiang University,asia_randoms,3,6,0,3,0,0,6,0,2,2
2683368798,Yujing Ni,The Chinese University of Hong Kong,asia_randoms,1,2,0,0,0,0,0,0,1,1
2805490732,Cw W. Cheung,University of Hong Kong,asia_randoms,1,18,1,0,0,18,0,0,1,1
2790581173,Yung-wei Chang,National Central University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2631150930,S. Notodarmojo,Bandung Institute of Technology,asia_randoms,1,0,1,0,0,0,0,0,0,0
2374642243,Wu Xun,Xi'an Jiaotong University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2482157521,Ichikawa Tsuneki,Hokkaido University,asia_randoms,1,9,1,0,0,9,0,0,1,1
2507813052,Takeshi Hidaka,Tohoku University,asia_randoms,1,3,1,0,0,3,0,0,1,1
2108197179,Hiroaki Kobayashi,Waseda University,asia_randoms,1,0,0,0,0,0,0,0,0,0
2732515990,Hosup Song,Sungkyunkwan University,asia_randoms,1,16,1,0,0,16,0,0,1,1
2242071732,Jiang Xiao,Huazhong University of Science and Technology,asia_randoms,109,5569,75,23,1,4749,800,187,27,26
2688297493,Liu Jun,Nanjing University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2917763682,Yuzhen Zhao,Huazhong University of Science and Technology,asia_randoms,1,2,1,0,0,2,0,0,1,1
2723000822,Qin-Hui Luo,Nanjing University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2780187692,Kun Yang,Tianjin University,asia_randoms,1,12,1,0,0,12,0,0,1,1
2658923482,Yuanyuan Lin,Hong Kong Polytechnic University,asia_randoms,1,9,1,0,0,9,0,0,1,1
2164533385,Gyutae Park,Hankuk University of Foreign Studies,asia_randoms,13,28,9,0,0,27,0,0,3,3
2723616738,Xiangchun Yin,Sun Yat-sen University,asia_randoms,1,17,1,0,0,17,0,0,1,1
2159879860,Jangkeun Jeong,Sungkyunkwan University,asia_randoms,6,308,1,5,0,35,273,0,4,4
2146516520,Chih-Huang Tseng,National Taiwan University,asia_randoms,1,53,1,0,0,53,0,0,1,1
2974494253,M. Ueno,University of Tokyo,asia_randoms,1,1,0,0,0,0,0,0,1,1
2313485883,EunKyung Cho,KAIST,asia_randoms,3,207,3,0,0,207,0,0,3,3
2606025391,W. S. Tung,Hong Kong Polytechnic University,asia_randoms,3,91,3,0,0,91,0,0,3,3
2437237435,K. Yamamoto,Osaka University,asia_randoms,1,0,0,0,0,0,0,0,0,0
2796132712,Shi Yan,National University of Singapore,asia_randoms,6,18,6,0,0,18,0,0,2,2
2644829427,Yu-Cheng Chen,National Cheng Kung University,asia_randoms,1,3,1,0,0,3,0,0,1,1
2501193167,Q.J. Qiu,Nanjing University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2480483104,Guangyan Xue,Tongji University,asia_randoms,2,2,1,0,0,1,0,0,1,1
2809168194,T.Y. Su,National Central University,asia_randoms,1,5,1,0,0,5,0,0,1,1
2879187140,Chien Yueh Lee,National Taiwan University,asia_randoms,3,38,3,0,0,38,0,0,2,2
2049918745,Wu Kai,Xi'an Jiaotong University,asia_randoms,14,22,6,3,0,13,8,0,3,3
2999783505,Zhang Zhiguang,Sun Yat-sen University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2530150561,Zhi-Shen Li,Tongji University,asia_randoms,1,3,1,0,0,3,0,0,1,1
2351402884,Hao Jun-xiang,Xi'an Jiaotong University,asia_randoms,2,2,2,0,1,2,0,2,1,0
2704490378,D. Zehavi,Hebrew University of Jerusalem,asia_randoms,1,0,1,0,0,0,0,0,0,0
2981875009,Liyan Zheng,Tsinghua University,asia_randoms,1,0,0,1,0,0,0,0,0,0
2152870169,Tadiparthi Suresh Kumar,Gwangju Institute of Science and Technology,asia_randoms,3,172,3,0,0,172,0,0,3,3
2460587888,S. Kameoka,Tohoku University,asia_randoms,40,362,25,0,0,340,0,0,11,11
2425467329,Masashi Nakamoto,Osaka University,asia_randoms,56,522,44,0,0,508,0,0,11,11
2646207313,Zhihao Bao,Tongji University,asia_randoms,1,66,1,0,0,66,0,0,1,1
2685365527,Zenta Yasukawa,Nagoya University,asia_randoms,5,287,5,0,0,287,0,0,5,5
2628585442,Cihang Jiang,Tsinghua University,asia_randoms,2,37,0,2,0,0,37,0,1,1
2294338848,In Jae Kim,Yonsei University,asia_randoms,1,10,1,0,0,10,0,0,1,1
2996268056,Runhua Li,Xi'an Jiaotong University,asia_randoms,1,0,0,1,0,0,0,0,0,0
2100007258,Xiuquan Gu,Zhejiang University,asia_randoms,33,873,30,0,0,858,0,0,13,13
2910158177,M. A. M. Azrieasrie,Universiti Teknologi Malaysia,asia_randoms,1,1,0,0,0,0,0,0,1,1
2335581799,Kan Gao,Peking University,asia_randoms,1,3,1,0,0,3,0,0,1,1
2745317914,Yuanzhou Li,University of Science and Technology of China,asia_randoms,1,3,1,0,0,3,0,0,1,1
2790099206,Jun Xu,Tianjin University,asia_randoms,9,1,9,0,0,1,0,0,1,1
2980752387,Ying Shi,Zhejiang University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2780608204,Yuefa Jia,Hankuk University of Foreign Studies,asia_randoms,1,21,1,0,0,21,0,0,1,1
2675079755,Jin Jian,Shanghai Jiao Tong University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2999213282,M. M. Astudillo,Waseda University,asia_randoms,1,0,0,1,0,0,0,0,0,0
2118300605,Shaufique Fahmi Sidique,Universiti Putra Malaysia,asia_randoms,52,820,30,0,0,808,0,0,8,8
2631942220,Wang Yi,Shanghai University,asia_randoms,2,0,2,0,0,0,0,0,0,0
2918637625,Laiyun Song,Harbin Institute of Technology,asia_randoms,1,2,1,0,0,2,0,0,1,1
2900254532,Yusnia Kurniasih,Gadjah Mada University,asia_randoms,1,0,0,0,0,0,0,0,0,0
2985345619,Min-cheng Pan,National Central University,asia_randoms,1,0,0,0,0,0,0,0,0,0
2762488909,Kiwamu Takahashi,Tokyo Institute of Technology,asia_randoms,2,4,0,0,0,0,0,0,1,1
2799762180,Kyle Fyr,Mahidol University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2747268315,Kasumi Ishida-Kuroki,University of Tokyo,asia_randoms,4,16,4,0,0,16,0,0,2,2
2989644005,Truong Nhat Phuong Pham,National Central University,asia_randoms,1,0,0,0,0,0,0,0,0,0
2945051293,D Fraser,Ben-Gurion University of the Negev,asia_randoms,1,28,1,0,0,28,0,0,1,1
2809938719,Tianyao Ping,Tongji University,asia_randoms,1,2,1,0,0,2,0,0,1,1
2686893532,Jian Wei Lu,KAIST,asia_randoms,1,0,1,0,0,0,0,0,0,0
2146979291,Ying Bin Fu,Xi'an Jiaotong University,asia_randoms,1,3,1,0,0,3,0,0,1,1
2647899371,Chang Min Kim,Sungkyunkwan University,asia_randoms,2,4,2,0,0,4,0,0,1,1
2604921433,Hasty Ristina Sari,University of Indonesia,asia_randoms,1,3,1,0,0,3,0,0,1,1
2563787504,Bong Soo Jung,Sungkyunkwan University,asia_randoms,2,16,0,0,0,0,0,0,2,2
2984690946,Sangkyung Lee,KAIST,asia_randoms,23,58,15,6,0,57,1,0,6,6
2483358154,P. Wangsomnuk,Mahidol University,asia_randoms,2,1,1,0,0,1,0,0,1,1
2990142956,Li Ding,Nanjing University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2676687467,Zhang Li,Beijing Normal University,asia_randoms,1,0,1,0,0,0,0,0,0,0
2682292303,Sha Li,Zhejiang University,asia_randoms,2,30,2,0,0,30,0,0,2,2
2993245876,Y. W. Zhang,Tsinghua University,asia_randoms,1,0,0,1,0,0,0,0,0,0
2709928654,A. Matsuyama,University of Tokyo,asia_randoms,2,14,2,0,0,14,0,0,2,2
1890988243,Liu Lun-fei,Zhejiang University,asia_randoms,1,0,1,0,0,0,0,0,0,0
1969570028,Ryoko Shimizu-Hirota,Keio University,asia_randoms,29,1604,26,0,0,1602,0,0,13,13
2627101118,Li Guo,University of Science and Technology of China,asia_randoms,3,44,0,3,0,0,44,0,2,2
2741200763,Zhongmin Xiao,Nanyang Technological University,asia_randoms,9,10,6,0,1,9,0,0,2,2
