id,name,affiliation,sampled_type,pubs_count,est_cits,journal_pubs_count,conference_pubs_count,nontech_pubs_count,journal_est_cits,conference_est_cits,nontech_est_cits,org_h_index,tech_h_index,infield_pubs_count,infield_est_cits,infield_h_index
2101230262,Gerard Salton,Cornell University,comtheo_randoms,213,66487,107,55,0,31431,5403,0,65,65,1,0,0
2930259996,Zhou Zhijie,,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2624112070,Акатова Наталия Геннадьевна,,comtheo_randoms,2,0,0,0,0,0,0,0,0,0,1,0,0
2505018274,Dae-Young Kim,,comtheo_randoms,2,0,2,0,0,0,0,0,0,0,1,0,0
2985414628,Frederick W. Haberman,,comtheo_randoms,3,4,3,0,0,4,0,0,1,1,1,0,0
2924492714,Ae Ri Lee,Sangmyung University,comtheo_randoms,1,1,1,0,0,1,0,0,1,1,1,1,1
2241434928,Gabriel Cristóbal,Spanish National Research Council,comtheo_randoms,168,2576,80,40,2,1965,399,27,21,21,1,28,1
2670373614,Chua Siew Keng,,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2422072249,Li Zhi,Communication University of China,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2420472513,S. B. Weinstein,,comtheo_randoms,3,0,0,0,0,0,0,0,0,0,1,0,0
2658813361,Ольга Юрьевна Гукосьянц,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2099107005,F. Perrier,Stanford University,comtheo_randoms,65,3334,64,0,0,3334,0,0,26,26,1,0,0
2005896322,Florence M. Rollwagen,Uniformed Services University of the Health Sciences,comtheo_randoms,28,618,25,0,0,618,0,0,12,12,1,53,1
2343754153,Melissa L Carrion,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2906656945,Владимир Панфёров,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2980747125,Ерофеева Мария Александровна,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2717327340,Sarah Thorngate,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2239006376,Donald L. Snyder,,comtheo_randoms,1,24,0,0,0,0,0,0,1,1,1,24,1
2587083842,P. Mark Fackler,,comtheo_randoms,4,14,0,0,0,0,0,0,2,2,3,7,1
2951996112,Chris Roberts,University of Alabama,comtheo_randoms,16,113,12,0,0,98,0,0,5,5,1,2,1
2944302109,Zhihua Zhang,Peking University,comtheo_randoms,608,53888,218,63,0,14460,1009,0,68,68,1,0,0
2726800223,Harold Borko,,comtheo_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
802859682,Frank R. Baumgartner,University of North Carolina at Chapel Hill,comtheo_randoms,197,24712,85,1,3,7519,1,193,48,47,1,1,1
2475769036,Fan Long,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2065434358,Stephen Edward Stockwell,Griffith University,comtheo_randoms,70,169,29,0,1,42,0,0,5,5,2,0,0
2798122592,Jeff Purdue,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2616894280,Achyut Aryal,,comtheo_randoms,5,2,5,0,0,2,0,0,1,1,1,0,0
2137225207,Melissa Tate,,comtheo_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2951322864,Цветкова Ольга Леонидовна,,comtheo_randoms,6,0,0,0,0,0,0,0,0,0,1,0,0
2595277131,Nancy Weiner,,comtheo_randoms,337,0,0,0,0,0,0,0,0,0,6,0,0
2954957135,G. Larry Bretthorst,,comtheo_randoms,29,68,0,0,0,0,0,0,2,2,1,0,0
2423889311,Liu Jing,,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2157422222,Mikael Sternad,Uppsala University,comtheo_randoms,146,2737,31,48,2,1166,1058,171,23,22,1,0,0
2396702917,Costas N. Georghiades,Texas A&M University,comtheo_randoms,213,5780,86,101,1,4398,1140,0,36,36,1,0,0
2125528825,Sean P. Meyn,University of Florida,comtheo_randoms,276,17595,94,118,1,7360,2007,9,54,54,1,4,1
2550427641,Jenny Schroeder,University of Arizona,comtheo_randoms,5,260,1,3,0,232,23,0,4,4,1,7,1
320773650,Nir Sochen,Tel Aviv University,comtheo_randoms,191,7009,103,52,0,5591,1035,0,36,36,4,30,3
2726574097,Toshio Ohno,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2656314318,T. Assefi,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2425531989,D.A. Bell,,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2716500937,Bo Vestergaard,,comtheo_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
660302860,W. Maitland,University of Glasgow,comtheo_randoms,94,3760,88,0,0,3751,0,0,22,22,1,0,0
2780622909,Akira Ishimaru,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2801102630,Robert César André,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
163014821,Gert Pfurtscheller,Graz University of Technology,comtheo_randoms,545,68292,396,58,0,58122,6119,0,121,121,1,169,1
2596661892,S. Dugeay,Imperial College London,comtheo_randoms,46,4107,45,0,0,4107,0,0,24,24,1,0,0
2152490370,Alwyn Kotze,Leeds Teaching Hospitals NHS Trust,comtheo_randoms,11,139,7,1,0,132,7,0,5,5,1,0,0
1419305698,Sharon Poggenpohl,Illinois Institute of Technology,comtheo_randoms,36,106,34,1,0,70,9,0,5,5,1,0,0
2185616223,Olga Konstantinovna Andryuchshenko,,comtheo_randoms,4,1,2,0,0,1,0,0,1,1,1,0,0
2781289163,Saskia Witteborn,University of Washington,comtheo_randoms,1,25,1,0,0,25,0,0,1,1,1,25,1
2543963080,Leon Miller,Tallinn University,comtheo_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2719450436,A.J. Jerri,Clarkson College,comtheo_randoms,1,1982,0,0,0,0,0,0,1,1,1,1982,1
2526145074,Anna Gerber,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2728885891,W. Mayeda,,comtheo_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2733846948,Cecelia Fresh,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2437923917,Lynette L-Y Lim,University of Reading,comtheo_randoms,3,29,3,0,0,29,0,0,2,2,1,1,1
2475215423,Sexton Adams,University of North Texas,comtheo_randoms,3,11,2,0,0,11,0,0,2,2,1,5,1
2185552503,L Lorri,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2999581166,A. A. Fomin,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2605647468,J. C. Hoagland,Douglas Aircraft Company,comtheo_randoms,1,1,1,0,0,1,0,0,1,1,1,1,1
1632078743,Yutaka Jitsumatsu,Kyushu University,comtheo_randoms,72,174,15,49,0,31,136,0,7,7,1,0,0
2699713622,Daniel Glover,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2688961627,Zhao Rui-qin,,comtheo_randoms,1,1,1,0,0,1,0,0,1,1,1,1,1
2001402608,Loren R. Borland,"University of California, San Francisco",comtheo_randoms,3,5,3,0,0,5,0,0,2,2,1,0,0
2424157912,Anne Gregory,University of Huddersfield,comtheo_randoms,61,625,32,0,0,560,0,0,13,13,1,24,1
202593445,Mitsuru Higuchi Yanaze,University of São Paulo,comtheo_randoms,9,13,5,1,0,9,3,0,2,2,1,0,0
2637498031,Manli Wu,University of Science and Technology of China,comtheo_randoms,9,2,2,7,0,0,2,0,1,1,2,0,0
2115774424,James Price Dillard,Pennsylvania State University,comtheo_randoms,129,9884,98,0,0,8841,0,0,49,49,3,9,1
1410695759,Steven D. Seilheimer,Niagara University,comtheo_randoms,6,19,4,1,0,19,0,0,3,3,1,0,0
1971633640,Anthony Dudo,University of Texas at Austin,comtheo_randoms,39,1037,27,0,0,1018,0,0,14,14,1,5,1
2004582966,Gerard T. Kyle,Texas A&M University,comtheo_randoms,128,7221,87,0,1,7132,0,6,30,30,1,2,1
192141652,Simin Nadjm-Tehrani,Linköping University,comtheo_randoms,155,3072,31,81,1,608,2165,3,21,21,1,0,0
2783942628,R. Edwards,,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2148313296,Renee A. Meyers,University of Wisconsin–Milwaukee,comtheo_randoms,40,940,32,0,1,864,0,3,15,15,1,2,1
2516856299,Rulliyanti Puspowardhani,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2224959688,Zrinka Puljiz,University of Texas at Austin,comtheo_randoms,4,27,1,3,0,16,11,0,2,2,1,16,1
2796968430,Yanqiu Liu,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2496802840,Xu Xie,Jiangnan University,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2153120307,Student Nr,,comtheo_randoms,1,31,0,0,1,0,0,31,1,0,1,31,1
2702944765,Bryant York,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2730418979,Yu-Huai Li,University of Science and Technology of China,comtheo_randoms,27,1077,19,4,0,1038,32,0,11,11,1,17,1
2086959977,Ara Darzi,Imperial College London,comtheo_randoms,1490,56519,1309,62,15,54679,1506,239,124,124,1,27,1
2051517779,Luigi Rolandi,CERN,comtheo_randoms,237,31879,213,1,1,31431,0,0,51,51,0,0,0
2594781716,Marcelo Deiro Prates da Silveira,,comtheo_randoms,1,2,1,0,0,2,0,0,1,1,1,2,1
2576623115,E.P. Boyer,,comtheo_randoms,1,15,1,0,0,15,0,0,1,1,1,15,1
80020923,Kenneth K. Sereno,University of Southern California,comtheo_randoms,11,225,7,0,0,110,0,0,8,8,1,61,1
2993281371,Emmanuel C. Eze,,comtheo_randoms,1,1,1,0,0,1,0,0,1,1,1,1,1
2152965546,Aydin Sezgin,Ruhr University Bochum,comtheo_randoms,226,2123,44,136,1,629,1013,10,24,24,1,0,0
55853780,Jonathan Anderlucci,Sapienza University of Rome,comtheo_randoms,6,26,3,0,0,24,0,0,3,3,1,7,1
2549246576,John Walsh,University of South Florida,comtheo_randoms,2953,27599,1764,3,9,15589,4,5,67,67,0,0,0
2726351591,D. Middleton,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2057598208,Felix Münch,Queensland University of Technology,comtheo_randoms,11,37,1,1,0,9,3,0,3,3,1,0,0
1992055963,John T. Korinek,University of Texas at Austin,comtheo_randoms,2,24,2,0,0,24,0,0,2,2,1,19,1
2923796564,Aidinil Zetra,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
750129565,Dmitry Kurakin,National Research University – Higher School of Economics,comtheo_randoms,10,15,7,0,0,14,0,0,2,2,1,0,0
2005070101,Didier Rappin,Total S.A.,comtheo_randoms,17,47,8,0,0,44,0,0,3,3,1,0,0
2403270337,Savio Felix Mota,Unifor,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2713704299,Clyde W. Hart,University of Chicago,comtheo_randoms,4,1,4,0,0,1,0,0,1,1,1,0,0
2320483369,Hugh Dalziel Duncan,Southern Illinois University Carbondale,comtheo_randoms,12,986,9,0,0,352,0,0,5,5,1,342,1
2352715591,Song Xing-min,Hunan Women's University,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2422086791,Don F. Faules,University of Utah,comtheo_randoms,5,28,4,0,0,9,0,0,3,3,1,0,0
2289090009,Moden dan Komunikasi,,comtheo_randoms,3,0,0,0,0,0,0,0,0,0,1,0,0
2576871225,Craig Whittaker,,comtheo_randoms,2,2,2,0,0,2,0,0,1,1,1,2,1
2588884128,Paul Webb,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2775588345,Suleida Alexandra Guaño Anguieta,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2928592100,Wang Hongpeng,,comtheo_randoms,5,1,0,0,0,0,0,0,1,1,1,0,0
2031122343,Elizabeth A. Suter,University of Denver,comtheo_randoms,30,846,24,0,0,740,0,0,15,15,2,104,2
2697008636,나민구,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2127228346,Huihui Li,University of Central Florida,comtheo_randoms,5,8,1,3,0,0,8,0,2,2,1,0,0
2961935918,Payal Mehra,,comtheo_randoms,2,1,2,0,0,1,0,0,1,1,1,1,1
2103984086,Jiacun Wang,Monmouth University,comtheo_randoms,96,1380,24,52,0,255,511,0,13,13,1,0,0
2122938083,Matthew H. Barton,Southern Utah University,comtheo_randoms,11,192,7,0,0,191,0,0,3,3,1,0,0
2884700085,Nasif Imtiaz,North Carolina State University,comtheo_randoms,6,20,0,4,0,0,10,0,3,3,1,1,1
2289481748,Adil Salih,,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2517521713,Boris Brandhoff,University of Bonn,comtheo_randoms,1,5,1,0,0,5,0,0,1,1,1,5,1
2262909319,Bent Sørensen,Roskilde University,comtheo_randoms,539,2848,183,2,1,1823,2,0,26,26,1,2,1
2578105434,G. Shepherd,,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2484948593,T. E. Pinelli,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2173173413,Rosemary J. Avery,Cornell University,comtheo_randoms,67,1603,59,0,1,1591,0,58,19,18,1,2,1
24758616,William B. Gudykunst,"California State University, Fullerton",comtheo_randoms,92,12552,65,0,0,6344,0,0,47,47,3,878,3
2548794986,van Törne J,,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2093097121,Fredrik Rusek,Lund University,comtheo_randoms,160,8739,48,78,4,6593,1429,5247,29,27,1,305,1
2083019262,Marco Colombetti,Polytechnic University of Milan,comtheo_randoms,114,3451,42,39,0,1695,1262,0,25,25,2,81,2
2194053156,Kris J. Hoang,University of Alabama,comtheo_randoms,11,103,4,0,0,88,0,0,2,2,1,0,0
2264947980,D. Widloêcher,,comtheo_randoms,1,1,1,0,0,1,0,0,1,1,1,1,1
2765531328,M. J. Cody,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2712696487,Yogesh Kumar Gupta,,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2975454490,J. K. Clemens,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2303400971,Louise Bøttcher,Aarhus University,comtheo_randoms,25,354,11,0,0,351,0,0,7,7,1,0,0
1811547485,Aryati Prasetyarini,,comtheo_randoms,9,4,3,0,0,4,0,0,1,1,1,0,0
2781552454,Panigrahi Saswat,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2619139253,Eiji Okamoto,University of Wisconsin-Madison,comtheo_randoms,11,119,1,4,0,0,113,0,4,4,1,94,1
2098162021,Jessica L. Shulman,,comtheo_randoms,2,10,2,0,0,10,0,0,2,2,2,10,2
1648544670,Lobna Mohsin Abdel Fattah el-Hakim,Ain Shams University,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2662565869,Ekaterina V. Polyanskaya,Tomsk State University,comtheo_randoms,3,1,2,0,0,1,0,0,1,1,1,1,1
2168271369,Brent M. Wren,University of Alabama in Huntsville,comtheo_randoms,17,746,16,0,1,746,0,2,8,8,1,118,1
2483435252,LI Shu-jun,Changchun University,comtheo_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2983715206,Alberto Solana-Ortega,,comtheo_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2719620686,M. Buck,Daimler AG,comtheo_randoms,1,19,0,0,0,0,0,0,1,1,1,19,1
294027130,Zoran Hadzi-Velkov,Aristotle University of Thessaloniki,comtheo_randoms,80,1066,28,37,0,543,483,0,15,15,3,48,3
2963546501,Nil Redón Orriols,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2278762458,Craig Donald Ashbourne,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2666302695,Cyril M Harris,Columbia University,comtheo_randoms,1,1,1,0,0,1,0,0,1,1,1,1,1
2121826239,Emile A. Hendriks,Delft University of Technology,comtheo_randoms,85,477,22,38,0,166,232,0,12,12,1,1,1
2072899792,Richard B. Beeby,University of the West of Scotland,comtheo_randoms,8,93,2,1,0,81,0,0,4,4,1,0,0
2146797363,Robbert-Jan Beun,Utrecht University,comtheo_randoms,95,1045,31,21,0,565,315,0,18,18,2,45,2
211839207,Robert Hecht-Nielsen,"University of California, San Diego",comtheo_randoms,25,2249,11,2,0,2003,10,0,10,10,1,20,1
2176485704,Michelle Scollo,City University of New York,comtheo_randoms,1,68,1,0,0,68,0,0,1,1,1,68,1
2717228841,Noah Arceneaux,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2820798543,Zhanglong Nie,,comtheo_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2618208442,Carlos González Domínguez,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2946095604,Kasmaini Kasmaini,,comtheo_randoms,2,0,0,0,0,0,0,0,0,0,1,0,0
2742706246,Sudhanshu Shekhar Jamuar,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2147094705,Mathias Johansson,Uppsala University,comtheo_randoms,13,187,3,2,0,26,89,0,6,6,1,0,0
2656866452,LIsa Koep,,comtheo_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2112761015,Claus Unger,FernUniversität Hagen,comtheo_randoms,29,245,4,6,0,64,107,0,7,7,1,28,1
2278236367,Wolfgang Frindte,University of Jena,comtheo_randoms,47,317,10,0,0,228,0,0,9,9,1,6,1
