id,name,affiliation,sampled_type,pubs_count,est_cits,journal_pubs_count,conference_pubs_count,nontech_pubs_count,journal_est_cits,conference_est_cits,nontech_est_cits,org_h_index,tech_h_index,infield_pubs_count,infield_est_cits,infield_h_index
2827292251,Guo Li,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2002217923,Scott Petronis,John L. Scott,wireless_randoms,4,417,0,0,0,0,0,0,2,2,1,273,1
2460278099,D. Zogogianni,,wireless_randoms,2,1,0,1,0,0,0,0,1,1,1,0,0
2838665076,Shi Lei,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2927545080,Yang Lihong,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2304395213,Ki-Jin Kim,KAIST,wireless_randoms,38,621,18,14,0,538,80,0,9,9,1,0,0
2836149995,Wang Jihua,,wireless_randoms,7,13,0,0,0,0,0,0,2,2,1,4,1
2293184702,Edward J. Franckowiak,,wireless_randoms,1,16,0,0,0,0,0,0,1,1,1,16,1
2832227420,Hwang Hyeon Bae,,wireless_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2142604291,Chung-Kuo Chang,Ohio State University,wireless_randoms,3,100,1,2,0,1,99,0,2,2,2,12,1
2600190396,Otto Flach,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2875103476,Wang Jue,,wireless_randoms,13,53,0,0,0,0,0,0,4,4,1,2,1
2964196955,A. J. Sguarezi Filho,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2834682451,Yuhao Du,,wireless_randoms,9,19,0,0,0,0,0,0,3,3,1,2,1
2752384595,Huang Vincent,Ericsson,wireless_randoms,11,5,0,0,0,0,0,0,1,1,1,3,1
2962488513,Bai Lu,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2730579893,S·K·马哈文,,wireless_randoms,3,0,0,0,0,0,0,0,0,0,1,0,0
2760744523,和明 安藤,,wireless_randoms,16,22,0,0,0,0,0,0,3,3,1,2,1
2863933032,An Shukai,,wireless_randoms,2,1,0,0,0,0,0,0,1,1,1,1,1
2692647585,Ali Bahramiazar,,wireless_randoms,1,8,0,1,0,0,8,0,1,1,1,8,1
2872612935,Ju Mancheng,,wireless_randoms,12,23,0,0,0,0,0,0,3,3,1,2,1
2734446506,Paulo Valente Klaine,University of Glasgow,wireless_randoms,17,156,4,7,1,148,8,141,2,2,1,1,1
2772238221,Priyam Pradhan,,wireless_randoms,2,0,0,2,0,0,0,0,0,0,1,0,0
2875305323,Wang Yu,Samsung,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2500865294,Peter Skov,Nokia Networks,wireless_randoms,64,612,0,10,0,0,159,0,15,15,5,43,3
2689798927,Ying Chen,Electric Power Research Institute,wireless_randoms,4,2,3,0,0,0,0,0,1,1,2,0,0
2777005946,董永健,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2849848716,Fu Ruibiao,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2832906578,Sui Jiangyu,,wireless_randoms,16,14,0,0,0,0,0,0,2,2,1,1,1
2967046344,Yi Runhua,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2871812459,Lyu Zhiyou,,wireless_randoms,3,2,0,0,0,0,0,0,1,1,1,0,0
2588911467,Shunichi Nagamatsu,,wireless_randoms,2,1,0,0,0,0,0,0,1,1,1,1,1
2594963211,C·帕特里克,,wireless_randoms,2,0,0,0,0,0,0,0,0,0,2,0,0
2288399310,Gao Huijun,Harbin Institute of Technology,wireless_randoms,203,467,17,7,0,67,24,0,11,11,1,1,1
2973614291,Toshiyasu Tanaka,,wireless_randoms,5,16,0,2,0,0,2,0,3,3,1,6,1
2966654865,Jingwen Zhang,Nanjing University of Posts and Telecommunications,wireless_randoms,4,0,0,3,0,0,0,0,0,0,1,0,0
2124680691,Ely Rabin,New York Institute of Technology College of Osteopathic Medicine,wireless_randoms,17,832,15,1,0,828,4,0,10,10,1,4,1
2971236529,Quanfeng Chen,,wireless_randoms,1,5,0,0,0,0,0,0,1,1,1,5,1
2037959222,A. Muqattash,University of Arizona,wireless_randoms,18,1751,5,11,0,724,1023,0,12,12,3,4,1
2856161203,Yoon Tai Ho,,wireless_randoms,2,0,0,0,0,0,0,0,0,0,1,0,0
2526927851,James L Lansford,,wireless_randoms,1,26,0,0,0,0,0,0,1,1,1,26,1
2973258242,U. Pfeiffer,IBM,wireless_randoms,1,4,0,1,0,0,4,0,1,1,1,4,1
2825738842,Zhao Xiangmo,,wireless_randoms,1,4,0,0,0,0,0,0,1,1,1,4,1
2639998036,G.G. Yates,,wireless_randoms,1,11,1,0,0,11,0,0,1,1,1,11,1
2842190737,Park En Jeong,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2766016483,金泰勋,,wireless_randoms,3,0,0,0,0,0,0,0,0,0,2,0,0
2125813985,Hangshin Cho,LG Electronics,wireless_randoms,3,8,0,0,0,0,0,0,2,2,1,2,1
2691978864,Diane Newton,,wireless_randoms,21,108,0,0,0,0,0,0,1,1,1,0,0
2988647263,P. Brooks,,wireless_randoms,1,2,0,1,0,0,2,0,1,1,1,2,1
2845245721,Li Yuxuan,,wireless_randoms,41,12,0,0,0,0,0,0,2,2,5,0,0
2826621723,Tetsuya Sasaki,,wireless_randoms,7,65,0,0,0,0,0,0,2,2,3,65,2
2156499088,Jari Olavi Lindholm,Nokia Networks,wireless_randoms,17,270,0,1,0,0,65,0,7,7,1,5,1
2699348990,Smita Narendra Pathak,,wireless_randoms,2,5,0,1,0,0,5,0,1,1,1,5,1
2269593881,Stanley J. Wolfson,,wireless_randoms,3,3,0,0,0,0,0,0,1,1,1,3,1
2842238057,Gang Cao,,wireless_randoms,7,13,0,0,0,0,0,0,2,2,1,7,1
2133857637,Eung-Pyo Hong Ki-Tae Nam,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2608035048,A. Lebedev,National Technical University,wireless_randoms,1,0,0,1,0,0,0,0,0,0,1,0,0
2704620339,Christopher Haslett,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2463567470,M. Sadasiva,,wireless_randoms,2,1,1,0,0,1,0,0,1,1,1,0,0
2860771620,Morita Masao,,wireless_randoms,3,6,0,0,0,0,0,0,2,2,1,0,0
2605994366,Manisha Sonawane,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2756469057,Zhi Wang,Zhejiang University,wireless_randoms,168,2700,50,109,4,1076,1578,223,25,24,21,451,8
2841495712,Gao Qixue,,wireless_randoms,6,3,0,0,0,0,0,0,1,1,1,1,1
2101829663,Thomas B. Ragsdale,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2936175253,Raman Poruri,,wireless_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2832761828,Yu Wenjin,,wireless_randoms,3,5,0,0,0,0,0,0,1,1,1,3,1
277345331,William Lewis Sked,Princeton University,wireless_randoms,2,87,0,0,0,0,0,0,2,2,2,87,2
2529783743,Mengmeng He,Chinese Ministry of Education,wireless_randoms,2,4,0,2,0,0,4,0,2,2,1,2,1
2814622551,Pengjian Wu,,wireless_randoms,1,5,0,0,0,0,0,0,1,1,1,5,1
2014202141,Tyler Gleghorn,Microsoft,wireless_randoms,5,81,0,1,0,0,7,0,5,5,1,6,1
2840514627,Lee Sang Uk,Electronics and Telecommunications Research Institute,wireless_randoms,78,83,0,0,1,0,0,0,3,3,6,3,1
2654285080,T. Waldron,,wireless_randoms,1,1,0,1,0,0,1,0,1,1,1,1,1
2760144069,T.H. Ning,IBM,wireless_randoms,2,0,0,2,0,0,0,0,0,0,1,0,0
2940774129,Mohd Izuddin Zakaria,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2937963004,吴俊宇,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2861629244,Yang Ting,,wireless_randoms,11,0,0,0,0,0,0,0,0,0,2,0,0
2839950600,Du Leilei,,wireless_randoms,25,85,0,0,0,0,0,0,5,5,1,2,1
2817937877,Wang Jun,,wireless_randoms,3,2,0,0,0,0,0,0,1,1,1,0,0
2163134888,Mingze Zhang,National University of Singapore,wireless_randoms,5,48,1,4,0,2,46,0,4,4,1,8,1
2440454821,YU Xin-hua,,wireless_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2780191939,Dongfang Wang,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2677668604,M·吉德伦德,,wireless_randoms,3,0,0,0,0,0,0,0,0,0,2,0,0
2940456664,Peter D. Karabinis,,wireless_randoms,1,193,0,0,0,0,0,0,1,1,1,193,1
2227132766,Ngoc Nguyen Minh Khanh,,wireless_randoms,1,0,0,1,0,0,0,0,0,0,1,0,0
2157336578,Varad Seshadri,,wireless_randoms,11,473,0,0,0,0,0,0,4,4,4,353,3
2922965398,隋毅,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2468578855,Frank Höwing,"WABCO Holdings, Inc.",wireless_randoms,4,4,0,0,0,0,0,0,1,1,1,0,0
2041833027,Marc Bechler,Braunschweig University of Technology,wireless_randoms,10,785,1,3,0,3,458,0,5,5,1,5,1
2968916037,Tong Yongjun,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2181880160,A. Manikandan,,wireless_randoms,1,3,0,0,0,0,0,0,1,1,1,3,1
2924553936,曹青山,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2914491744,A. Sagahyroon,American University of Sharjah,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2820022277,Gu Rong,,wireless_randoms,3,0,0,0,0,0,0,0,0,0,1,0,0
2952477257,Junwei Yang,,wireless_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2968995604,Guan Zhenmin,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2102122065,M. K. Khaw,Multimedia University,wireless_randoms,17,148,10,6,0,115,33,0,6,6,1,0,0
2767805869,Gu Zhanbin,,wireless_randoms,23,15,0,1,0,0,0,0,2,2,1,3,1
2691071400,V. Mottaghitalab,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2855560887,Rupp Markus,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2929846452,Liu Yufu,,wireless_randoms,4,0,0,0,0,0,0,0,0,0,1,0,0
2872511435,Wang Zhifei,,wireless_randoms,1,4,0,0,0,0,0,0,1,1,1,4,1
2900794890,Jiahe Zhang,Chinese Academy of Sciences,wireless_randoms,5,3,4,0,0,3,0,0,1,1,1,0,0
2663405557,F. Gil-Castieira,University of Vigo,wireless_randoms,1,5,0,1,0,0,5,0,1,1,1,5,1
2940729482,Yi-Chi Lin,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2102825212,Alan P. Molloy,"National University of Ireland, Galway",wireless_randoms,6,148,3,1,0,147,0,0,2,2,1,0,0
2226880802,Ali Rahmati,North Carolina State University,wireless_randoms,20,300,6,9,2,245,30,175,8,8,4,3,1
2961736950,Eicher Brian W,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2872623642,Shiu Da-Shan,,wireless_randoms,3,0,0,0,0,0,0,0,0,0,1,0,0
2817096551,Wang Yingshu,,wireless_randoms,5,4,0,0,0,0,0,0,1,1,1,0,0
2126602641,Mi-Young Park,Pusan National University,wireless_randoms,15,52,5,9,0,25,27,0,5,5,4,12,2
2674011097,LU Yunting,Shenzhen Institute of Information Technology,wireless_randoms,3,0,3,0,0,0,0,0,0,0,1,0,0
2928729956,Han Chunguang,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2870469481,Mo Shijun,,wireless_randoms,2,0,0,0,0,0,0,0,0,0,2,0,0
2154396415,Feng Qian,Intel,wireless_randoms,16,239,0,0,0,0,0,0,8,8,3,20,2
2994194850,Guo Mingjun,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2962515180,Yu Yi,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2394352434,Chen Guo-hua,Chongqing University,wireless_randoms,3,1,2,0,0,1,0,0,1,1,1,0,0
2096043542,Mark N. Fullerton,Intel,wireless_randoms,15,340,0,0,0,0,0,0,8,8,2,73,2
2745970469,闫丁川,,wireless_randoms,5,0,0,0,0,0,0,0,0,0,2,0,0
2855078595,Shengqi Lu,,wireless_randoms,4,34,0,0,0,0,0,0,2,2,2,32,2
2186648382,Y. M. Patil,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2875228979,Kind Thomas,,wireless_randoms,2,0,0,0,0,0,0,0,0,0,1,0,0
2967650836,Szymanik Colleen,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2683401187,Qin Kai-xian,,wireless_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2656427386,Hongjie Li,,wireless_randoms,12,222,12,0,0,222,0,0,7,7,1,4,1
2168511982,N. Kachouri,,wireless_randoms,1,2,0,1,0,0,2,0,1,1,1,2,1
2962138096,Yang Xin,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2851125274,Pengbo Zhang,,wireless_randoms,3,9,0,0,0,0,0,0,1,1,3,9,1
2908348240,허정훈,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2640862424,Huli Shi,Beijing University of Posts and Telecommunications,wireless_randoms,12,31,0,0,0,0,0,0,3,3,5,7,2
2877493544,Hongyuan Wen,,wireless_randoms,1,7,0,0,0,0,0,0,1,1,1,7,1
2786388800,申晓义,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2988577957,Nakabayashi Masahiro,Denso,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2803623017,福田 真二,,wireless_randoms,3,0,0,0,0,0,0,0,0,0,2,0,0
950506715,Indu Ramamurthi,,wireless_randoms,1,5,0,0,0,0,0,0,1,1,1,5,1
2875980160,Dong Qingfeng,,wireless_randoms,14,2,0,0,0,0,0,0,1,1,1,2,1
2043656706,Valerie L. Doran,,wireless_randoms,3,22,0,0,0,0,0,0,2,2,1,16,1
2756284896,ラウティラ ヘイキ,,wireless_randoms,2,3,0,0,0,0,0,0,1,1,1,0,0
2625813956,李浙英,,wireless_randoms,8,0,0,0,0,0,0,0,0,0,1,0,0
2833378017,Kim In Lyunk,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2839297841,Lai Zhenhai,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2669413574,Darryl D. Puckett,Texas A&M University System,wireless_randoms,2,29,0,0,0,0,0,0,2,2,2,29,2
2118447020,Geoffrey Dowd,Adobe Systems,wireless_randoms,18,172,0,0,0,0,0,0,8,8,1,2,1
2823434838,Zhang Jin,,wireless_randoms,10,4,0,0,0,0,0,0,1,1,2,0,0
2229693276,Ştefan Gunǎ,University of Trento,wireless_randoms,2,134,1,1,0,134,0,0,1,1,2,134,1
2786968687,王东来,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2004459564,Dina Tarek,,wireless_randoms,1,1,0,1,0,0,1,0,1,1,1,1,1
2812908649,Chen Yaping,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2961311487,Jiao Qiyi,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2305725164,Nan Zou,Prairie View A&M University,wireless_randoms,4,12,0,4,0,0,12,0,2,2,1,5,1
2975609015,Guan Lei,,wireless_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2816952783,Zhang Yujie,,wireless_randoms,2,5,0,0,0,0,0,0,1,1,2,5,1
2630124132,R. K. Shastri,,wireless_randoms,1,17,1,0,0,17,0,0,1,1,1,17,1
2227675546,Gao Lipeng,Harbin Engineering University,wireless_randoms,49,25,7,7,0,2,4,0,3,3,5,7,1
2867560590,Kim Kap Soo,,wireless_randoms,1,4,0,0,0,0,0,0,1,1,1,4,1
2840560253,Chen Xianzhuang,,wireless_randoms,4,6,0,0,0,0,0,0,2,2,2,6,2
2814157843,Wang Guowei,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2910459116,S. L. Abdul Haleem,,wireless_randoms,2,0,0,0,0,0,0,0,0,0,1,0,0
2868081466,Nakayama Hiroyuki,,wireless_randoms,4,6,0,0,0,0,0,0,2,2,1,2,1
2081066750,Robert A. Johnigan,Oceaneering International,wireless_randoms,6,21,0,0,0,0,0,0,2,2,1,1,1
2960632192,Choi Seungju,,wireless_randoms,2,0,0,0,0,0,0,0,0,0,1,0,0
2524174040,Zhuang Du,Dalian University of Technology,wireless_randoms,1,7,0,1,0,0,7,0,1,1,1,7,1
2812004895,Lee Seung Yeop,,wireless_randoms,31,9,0,0,0,0,0,0,2,2,1,0,0
2744953160,Wang Yu,,wireless_randoms,11,6,0,0,0,0,0,0,1,1,2,1,1
2771877211,Zonghao Ma,Zhengzhou University,wireless_randoms,2,1,0,2,0,0,1,0,1,1,2,1,1
2809196947,S. Li,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2739547866,权度熏,,wireless_randoms,2,0,0,0,0,0,0,0,0,0,2,0,0
2679122291,Ali Mokh,University of Rennes,wireless_randoms,9,22,3,3,0,11,10,0,3,3,1,0,0
2865123587,Yan Jingfang,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2751692043,Liang Jin,,wireless_randoms,1,2,1,0,0,2,0,0,1,1,1,2,1
2814979886,Yu Fangbin,,wireless_randoms,5,0,0,0,0,0,0,0,0,0,1,0,0
2930565161,Guo Li,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2819340809,Kim Hak Yong,,wireless_randoms,46,173,0,0,0,0,0,0,6,6,1,0,0
2846251283,Zhang Jiayao,,wireless_randoms,1,6,0,0,0,0,0,0,1,1,1,6,1
2878206555,Kim In Seon,,wireless_randoms,1,5,0,0,0,0,0,0,1,1,1,5,1
2839943835,Koak Dong Eun,,wireless_randoms,5,1,0,0,0,0,0,0,1,1,4,1,1
2815372480,Li Zhiwen,,wireless_randoms,1,18,0,0,0,0,0,0,1,1,1,18,1
2777590439,王子庆,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2267449518,Bo-Chiang Wang,,wireless_randoms,1,23,0,0,0,0,0,0,1,1,1,23,1
2737698200,E. Cruz,Ericsson,wireless_randoms,1,0,1,0,0,0,0,0,0,0,1,0,0
2834463206,Li Anguo,,wireless_randoms,11,8,0,0,0,0,0,0,2,2,2,0,0
2434257180,Hao Jin,"InterDigital, Inc.",wireless_randoms,19,689,3,8,0,333,196,0,11,11,3,53,3
2820696392,Zheng Yongfa,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2935311474,Lin Hong,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2438518272,M. Basha,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2628449563,문건우,,wireless_randoms,67,4,0,0,0,0,0,0,2,2,1,0,0
2476986524,Lei Tao,Beijing University of Posts and Telecommunications,wireless_randoms,20,63,3,0,0,9,0,0,5,5,8,12,2
2849069138,Siyang Liu,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2933162113,周良华,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2973376325,Qingxue Pan,,wireless_randoms,1,63,0,1,0,0,63,0,1,1,1,63,1
2933066373,周启华,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2867555833,Jiachun Lin,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2844834904,Shen Yanping,,wireless_randoms,1,5,0,0,0,0,0,0,1,1,1,5,1
2832299559,Gao Fuqian,,wireless_randoms,13,5,0,0,0,0,0,0,1,1,3,1,1
1979706000,Bin Lian,Intel,wireless_randoms,20,387,0,1,0,0,5,0,7,7,1,5,1
2670319328,M.Kemal Kiymik,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2745646925,Gao Qiubin,China Mobile,wireless_randoms,406,645,0,0,0,0,0,0,12,12,26,97,5
2403446664,Megan D. Kostick,IBM,wireless_randoms,2,7,0,0,0,0,0,0,1,1,1,7,1
2705517399,Qingan Rong,Huawei,wireless_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2776037694,ロベール、レネ,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2678323882,Donald R. Stephens,,wireless_randoms,1,56,0,0,0,0,0,0,1,1,1,56,1
2879334566,Zhang Tao,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2751914940,Митчелл Стефен Пэнтер,,wireless_randoms,2,0,0,0,0,0,0,0,0,0,2,0,0
2859098320,Chen Yu,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2759969600,T.J.梅吉亚斯斯托特,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2882467909,Yingjiang Zhang,,wireless_randoms,1,1,0,0,0,0,0,0,1,1,1,1,1
2626369710,A·加拉瓦利亚,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2844729624,Huang Jilong,,wireless_randoms,3,0,0,0,0,0,0,0,0,0,2,0,0
2770510821,Brian Trammell,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2274853314,Eric Castelli,Hanoi University of Science and Technology,wireless_randoms,102,994,14,48,1,186,620,36,15,15,1,0,0
957304972,ZHANGZu-fan,,wireless_randoms,2,1,0,0,0,0,0,0,1,1,1,0,0
1637864132,Wiklom Teerapabkajorndet,Prince of Songkla University,wireless_randoms,5,9,1,4,0,0,9,0,2,2,1,0,0
2824891577,Wang Wenjie,,wireless_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2865395333,Gu Xiaoyan,,wireless_randoms,1,2,0,0,0,0,0,0,1,1,1,2,1
2835914529,Chu Yaling,,wireless_randoms,1,18,0,0,0,0,0,0,1,1,1,18,1
2754489162,한민석,,wireless_randoms,13,0,0,0,0,0,0,0,0,0,10,0,0
2327742813,Sumiya Akhter,,wireless_randoms,1,5,1,0,0,5,0,0,1,1,1,5,1
2982259661,フェダー，ペレッツ，モシュ,,wireless_randoms,2,0,0,0,0,0,0,0,0,0,1,0,0
2565809578,Zhiqiang Qin,,wireless_randoms,6,30,5,1,0,27,3,0,3,3,1,2,1
2928871905,罗华平,,wireless_randoms,1,0,0,0,0,0,0,0,0,0,1,0,0
2840053338,Yuanfa Zhan,,wireless_randoms,2,7,0,0,0,0,0,0,2,2,1,4,1
